ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
1098033664;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line text;MAG1_MAGE_1098033664;;;;;;;;Dobrze. Gdy już ci się powiedzie, udaj się do Południowej Bramy w Novigradzie. Znajdziesz w niej luźną cegłę, za którą zostawisz mi wiadomość o naszym kolejnym spotkaniu. Naturalnie, na nim otrzymasz też swoja nagrodę.;;;;;;Good. Once you have succeeded, go to the Southern Gate of Novigrad. There's a loose brick where you can leave a message to arrange our final meeting. And your reward, of course.;;;;
1098033665;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033666;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line text;GRLT_MAGE_1098033666;;;;;;;;Zanotowane.;;;;;;If you say so.;;;;
1098033667;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033668;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line text;MAG1_MAGE_1098033668;;;;;;;;Powodzenia, wiedźminie. Bez wątpienia, będziesz go potrzebować.;;;;;;Good luck, witcher. You shall most certainly need it.;;;;
1098033669;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033670;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line text;GRLT_MAGE_1098033670;;;;;;;;Co to jest?;;;;;;What is it?;;;;
1098033671;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033672;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line text;GRLT_MAGE_1098033672;;;;;;;;A to jest...?;;;;;;And this is...?;;;;
1098033673;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033674;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Choice line;;;;;;;;;Oboje zaginęli?;;;;;;Both have gone missing?;;;;
1098033675;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033676;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line text;GRLT_MAGE_1098033676;;;;;;;;Wysłanniczka i łącznik oboje zaginęli? Na pewno jesteście Nilfgaardczykami?;;;;;;Both your envoy and your informant have gone missing? You sure we're still talking about Nilfgaard?;;;;
1098033677;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033678;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line text;MAG1_MAGE_1098033678;;;;;;;;Niefortunne, owszem. Lecz to, co nieprzewidziane, zawsze czai się tuż za naszymi plecami. Jako wiedźminowi, zapewne jest ci to doskonale znane.;;;;;;An unfortunate situation, yes. But the unexpected is always lurking just behind our backs. As a witcher, you should know that better than most.;;;;
1098033679;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033680;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mage_first_meeting_new.w2scene""";Line text;MAG1_MAGE_1098033680;;;;;;;;I proszę, nie martw się o ich kompetencje. Osobiście dopilnuję ponownej oceny tych osób. Gdy tylko uda ci się je odnaleźć, rzecz jasna.;;;;;;But worry not. If their competence troubles you, we'll have them retake their evaluations, once you find them, naturally.;;;;
1098033681;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;0;;;;;;Arachous mocks Geralt;;;;
1098033682;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;MAG1_ARACHOUS_1098033682;;;;;;;;Żałosne. I ty się masz za mistrza miecza.;;;;;;Pathetic! And you call yourself a sword master.;;;;
1098033683;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033684;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;MAG1_ARACHOUS_1098033684;;;;;;;;Porażająca głupota, wilku.;;;;;;How foolish of you, wolf.;;;;
1098033685;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Comment;;;;;;;;;0;;;;;;Geralt follows tracks to the dwarven camp. Hears rustling. Thinks he knows who it is - the band of dwarves he met on the Isle of Mists in q402.;;;;
1098033686;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;calm, rolling his eyes, slightly projected as dwarves are hiding in bushes;;;;
1098033687;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033687;;;;;;;;0;;;;;;All right. Out.;;;;
1098033688;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Comment;;;;;;;;;0;;;;;;Dwarves reluctantly emerge from the bushes and approach the witcher.;;;;
1098033689;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;tart;;;;
1098033690;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033690;;;;;;;;0;;;;;;How was your trip? Smooth sailing?;;;;
1098033691;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;[PUC]frowning, dismissive;;;;
1098033692;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWSL_FELLOWSHIP_1098033692;;;;;;;;0;;;;;;You still on about that leaky tub from the Isle of Mists? You're lucky you and that lass weren't in it with us.;;;;
1098033693;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;to the point, with distaste;;;;
1098033694;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWDC_FELLOWSHIP_1098033694;;;;;;;;0;;;;;;You'd not 'ave fit anyhow. 'Twas so laden that boat, we barely made land.;;;;
1098033695;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;with conviction;;;;
1098033696;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWSN_FELLOWSHIP_1098033696;;;;;;;;0;;;;;;And it reeked of fish manure.;;;;
1098033697;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;falls asleep and starts to snore immediately;;;;
1098033698;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWSL_FELLOWSHIP_1098033698;;;;;;;;0;;;;;;ZzzzzzвЂ¦;;;;
1098033699;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Comment;;;;;;;;;0;;;;;;The fifth dwarf comes running.;;;;
1098033700;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;warns;;;;
1098033701;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWBF_FELLOWSHIP_1098033701;;;;;;;;0;;;;;;They've come for us! Hide!;;;;
1098033702;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;stop snoring and wakes up disoriented;;;;
1098033703;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWSL_FELLOWSHIP_1098033703;;;;;;;;0;;;;;;ZzzzzzвЂ¦ heh. Heh?;;;;
1098033704;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;concerned;;;;
1098033705;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033705;;;;;;;;0;;;;;;What's going on?;;;;
1098033706;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;warns, stage whisper;;;;
1098033707;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWBF_FELLOWSHIP_1098033707;;;;;;;;0;;;;;;You've not seen us!;;;;
1098033708;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;to Geralt, with appreciation;;;;
1098033709;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWDC_FELLOWSHIP_1098033709;;;;;;;;0;;;;;;Oh, thank ye for that, witcher. Told the lads back then you're a good fella, and we shouldn'ta took your boat.;;;;
1098033710;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;meaningful, cutting;;;;
1098033711;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033711;;;;;;;;0;;;;;;Heard you've gone into investments, asset managementвЂ¦;;;;
1098033712;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;calm;;;;
1098033713;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWGR_FELLOWSHIP_1098033713;;;;;;;;0;;;;;;Aye, aye - investments in moveable assets. Well, these days you just never know when--;;;;
1098033714;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;tartly adds;;;;
1098033715;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033715;;;;;;;;0;;;;;;That extra gold chalice could come in handy, I get it.;;;;
1098033716;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;to the point;;;;
1098033717;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033717;;;;;;;;0;;;;;;What'd you do with it?;;;;
1098033718;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;calm, to the point;;;;
1098033719;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWDC_FELLOWSHIP_1098033719;;;;;;;;0;;;;;;Uh, we don't have it. Found a buyer. Mr. Mirrory, was it? Funny name, paid good coin, though.;;;;
1098033720;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;kindly;;;;
1098033721;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWGR_FELLOWSHIP_1098033721;;;;;;;;0;;;;;;We'd share it with you, we would, but you look like one who'd just frown on any proceeds from theft.;;;;
1098033722;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;strong confirmation;;;;
1098033723;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWSN_FELLOWSHIP_1098033723;;;;;;;;0;;;;;;Aye, you got that righteous frown on you. Definitely.;;;;
1098033724;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033725;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Choice line;;;;;;;;;Co tu robisz?;;;;;;What are you doing here?;;;;
1098033726;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033727;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Choice line;;;;;;;;;0;;;;;;You stole my boat.;;;;
1098033728;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;strong;;;;
1098033729;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033729;;;;;;;;0;;;;;;You stole my boat.;;;;
1098033730;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;objecting, dismissive, then reproaches G that he thinks badly of them;;;;
1098033731;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWDC_FELLOWSHIP_1098033731;;;;;;;;0;;;;;;Borrowed. We knew it was yours, still is. You don't think we'd do that to a mate like you - plough you soapless while you slept off a bender?;;;;
1098033732;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;snoring, jerks awake a moment, mumbles something semi-consciously, goes back to sleep, the others ignore him;;;;
1098033733;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWSL_FELLOWSHIP_1098033733;;;;;;;;0;;;;;;ZzzzzzвЂ¦ mhehвЂ¦ hm? Oh, that's good. Heheheh zzzzzвЂ¦;;;;
1098033734;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;tart;;;;
1098033735;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033735;;;;;;;;0;;;;;;So, gonna give me my boat back?;;;;
1098033736;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;throws hands up in horror;;;;
1098033737;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWDC_FELLOWSHIP_1098033737;;;;;;;;0;;;;;;Why in the gods' names would you need a boat in this brush?;;;;
1098033738;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;discouraged;;;;
1098033739;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033739;;;;;;;;0;;;;;;Fair enough, forget I said anything.;;;;
1098033740;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Comment;;;;;;;;;0;;;;;;"""The dwarves look at each other with an innocent, surprised look on their face, as if saying """"what is this witcher on about?"""".""";;;;
1098033741;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;to the point;;;;
1098033742;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033742;;;;;;;;0;;;;;;How'd you wind up here?;;;;
1098033743;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;shrugs shoulders;;;;
1098033744;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWDC_FELLOWSHIP_1098033744;;;;;;;;0;;;;;;Our affairs brought us here. Hard times, you know. Got to earn a coin where you can.;;;;
1098033745;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;mean;;;;
1098033746;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033746;;;;;;;;0;;;;;;Folk around here need surveyors?;;;;
1098033747;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;calm;;;;
1098033748;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWGR_FELLOWSHIP_1098033748;;;;;;;;0;;;;;;We've shifted our efforts. Investors now.;;;;
1098033749;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;to the point;;;;
1098033750;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033750;;;;;;;;0;;;;;;Investors?;;;;
1098033751;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Comment;;;;;;;;;0;;;;;;The conversation is interrupted by the last dwarf, who up till this point was keeping a lookout.;;;;
1098033752;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033753;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Choice line;;;;;;;;;0;;;;;;Since you insist, I'll take the coin.;;;;
1098033754;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098033755;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Choice line;;;;;;;;;0;;;;;;Don't worry. I don't want your coin.;;;;
1098033756;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;calm, mock friendly;;;;
1098033757;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;GRLT_FELLOWSHIP_1098033757;;;;;;;;0;;;;;;Won't say no to friends. Actually, I'll gladly take some of that coin.;;;;
1098033758;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;spits, shakes head, grim, disgusted;;;;
1098033759;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line text;DWDC_FELLOWSHIP_1098033759;;;;;;;;0;;;;;;Witchers' ethics. Pfft! World's going to shite.;;;;
1098033760;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_sq01_ring\scenes\fellowship_scenes.w2scene""";Line comment;;;;;;;;;0;;;;;;with grim satisfaction;;;;
